"Product","Brand","Ingredients","Price","Rev_score","Size","Rev_count"
"Revitalizer Foundation Primer","Morphe","Water (Aqua), Dimethicone, Cyclopentasiloxane, Phenyl Trimethicone, Butylene Glycol, Cyclohexasiloxane, Glycerin, Stearyl Dimethicone, Dimethicone Crosspolymer, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Cetyl PEG/PPG-10/1 Dimethicone, Dimethicone/PEG-10/15 Crosspolymer, Sodium Chloride, Phenoxyethanol, Ethylhexylglycerin, Fragrance (Parfum), Linalool.",12,NA,NA,NA
"Online Only Active Light Under-Eye Concealer","jane iredale","Isopropyl Jojobate, Isostearyl Neopentanoate, Persea Gratissima (Avocado) Oil, Helianthus Annuus (Sunflower) Seed Oil, Mica, Titanium Dioxide (CI 77891), Cera Alba (Beeswax), Euphorbia Cerifera (Candelilla) Wax, Hydrated Silica, Boron Nitride, Rosa Canina (Rosehips) Fruit Oil, Caprylic/Capric Triglyceride, Cucumis Sativus (Cucumber) Fruit Extract, Camellia Sinensis (White Tea) Leaf Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Crambe Maritima Leaf Extract, Laminaria Ochroleuca Extract, Ascorbyl Palmitate. May Contain: Iron Oxides (CI 77489, CI 77491, CI 77492, CI 77499), Chromium Oxide Greens (CI 77288).",30,NA,0.07,NA
"Online Only Blush","e.l.f. Cosmetics","Talc, Mica, Silica, Magnesium Stearate, Paraffinum Liquidum (Mineral Oil), Polybutene, Sodium Dehydroacetate. May Contain: Iron Oxides (CI 77491, CI 77492, CI 77499), Manganese Violet (CI 77742), Titanium Dioxide (CI 77891), Yellow 5 Lake (CI 19140), Red 40 Lake (CI 16035), Ultramarines (CI 77007), Blue 1 Lake (CI 42090), Red 7 Lake (CI 15850), Red 6 Lake (CI 15850).",4,97,0.168,40
"True Match Super-Blendable Crayon Concealer","L'Oréal","C11-12 Isoparaffin, Dimethicone, Isocetyl Behenate, Ceresin, Trimethylsiloxysilicate, Copernicia Cerifera Cera/Carnubawax / Cire Dabeille, Polymethyl Methacrylate, Ehtylene/VA Copolymer, Cera Alba / Beeswax / Cire Dabeille, Phenyl Methicone, C30-45 Olefin, Silica, Retinyl, Palmitate, Tocopheryl Acetate, Triethoxycaprylylsilane. May Contain: CI 77891 / Titanium Dioxide, CI 77491, CI 77492, CI 77499 / Iron Oxides.",9.99,81,0.1,274
"Travel Size True Match Lumi Shake and Glow Dew Mist","L'Oréal","Aqua / Water / Eau, Caprylic/Capric Triglyceride, Glycerin, Alcohol Denat., Propylene Glycol, Isopropyl Myristate, Cocos Nucifera Fruit Juice / Coconut Fruit Juice, Phenoxyethanol, Dicaprylyl Ether, Caprylyl Glycol, Cocos Nucifera Oil / Coconut Oil, Ascorbyl Glucoside, Disodium Edta, Parfum / Fragrance, Sodium Hydroxide, Tocopherol, Citric Acid, Limonene, Sodium Benzoate, Potassium Sorbate.",7.99,100,1,3
"Total Control Drop Primer","NYX Professional Makeup","Cyclopentasiloxane, Water/Aqua/Eau, Polymethylsilsesquioxane, Dimethicone, Propylene Glycol, Glycereth-26, Glycerin, Isododecane, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Peg-10 Dimethicone, Diethylhexyl Carbonate, Dimethicone/Vinyl Dimethicone Crosspolymer, Triethoxycaprylylsilane, Trimethylsiloxysilicate, Alumina, Ethylhexylglycerin, Phenoxyethanol. May Contain (+/-): Iron Oxides (CI 77491, CI 77492), Titanium Dioxide (CI 77891). <6088>",17,75,0.43,15
"Photo Focus Matte Finish Setting Spray","Wet n Wild","",5.49,NA,1.52,NA
"Miracle Matte Translucent Finishing Powder","FLOWER Beauty","",10.99,68,0.28,202
"POREfect Primer Deal! Set","Benefit Cosmetics","Cyclopentasiloxane, Dimethicone, Dimethicone/Vinyl Dimethicone Crosspolymer, Isononyl Isononanoate, Silica, Dimethicone Crosspolymer, Isododecane, Phenoxyethanol, Polymethyl Methacrylate, Titanium Dioxide (CI 77891), Cyclohexasiloxane, Tocopheryl Acetate, Fragrance (Parfum), Mica, Iron Oxides (CI 77492), Limonene, Iron Oxides (CI 77491), Iron Oxides (CI 77499), Triethoxycaprylylsilane, BHT.

Please read the ingredient list on the packaging of your product to be sure that the ingredients are appropriate for your personal use.",32,NA,NA,NA
"African Black Soap Clarifying Cleansing Facial Wipes","SheaMoisture","",6.99,78,30,106
"Online Only To Reflect Shimmer Palette","Wet n Wild","Octyldodecyl Stearoyl Stearate, Dimethicone, Zea Mays (Corn) Starch, Nylon-12, Caprylic / Capric Triglyceride, Dimethicone / Vinyl Dimethicone Crosspolymer, Polysorbate 20, C10-30 Cholesterol / Lanosterol Esters, Trimethylsiloxysilicate, Magnesium Aluminum Silicate, Sorbitan Stearate, Polyacrylamide, Chlorphenesin, C13-14 Isoparaffin, Tocopheryl Acetate, Silica, Laureth-7, Methylisothiazolinone, Synthetic Fluorphlogopite. May Contain: Carmine / CI 75470, Iron Oxides / CI 77491, CI 77492, CI 77499, Mica, Red 40 Lake / CI 16035, Titanium Dioxide / CI 77891, Ultramarines / CI 77007.",5.99,95,0.4,33
"Cleopatra's Kiss Highlighting Palette","Sleek MakeUP","Baked Powder: Mica, Dimethicone, Nylon-12, Magnesium Aluminum Silicate, Phenoxyethanol, Methylparaben. May Contain: CI 77891 (Titanium Dioxide), CI 77491 (Iron Oxides), CI 77499 (Iron Oxides).

Cream: Ethylhexyl Pamitate, Mica, Dimethicone, Ozokerite, Isononyl Isononanoate, Caprylyl Methicone, Propylparaben, BHT. May Contain: CI 77891 (Titanium Dioxide), CI 77491 (Iron Oxides), CI 77499 (Iron Oxides).",14.99,63,0.317,1181
"Miracle Glow Satin Finishing Powder","FLOWER Beauty","",10.99,72,0.28,74
"FaceStudio Master Strobing Stick Illuminating Highlighter","Maybelline","Ethylhexyl Palmitate, Methyl Methacrylate Crosspolymer, Hydrogenated Polyisobutene, Polyethylene, Phenyl Trimethicone, Diisostearyl Malate, Nylon-12, Synthetic Fluorphlogopite, Ozokerite, Polyvinyl Laurate, Disteardimonium Hectorite, Butyrospermum Parkii Butter / Shea Butter, Caprylyl Glycol, Propylene Carbonate, Silica, Alumina, Tin Oxide, Vinyl Dimethicone / Methicone, Silsesquioxane Crosspolymer, Calcium Sodium Borosilicate, Calcium Aluminum, Borosilicate, Magnesium Silicate. May Contain: Mica, CI 77891 / Titanium Dioxide, CI 77491, CI 77492, CI 77499 / Iron Oxides, CI 75470 / Carmine, CI 77007 / Ultramarines, CI 15850 / Red 7, CI 19140 / Yellow 5, CI 45410 / Red 28 Lake, CI 77163 / Bismuth Oxychloride, CI 77288 / Chromium Oxide Greens, CI 77742 / Manganese Violet, CI 77400 / Bronze Powder, CI 77400 / Copper Powder, CI 77000 / Aluminum Powder, CI 15985 / Yellow 6 Lake, CI 16035 / Red 40 Lake, CI 19140 / Yellow 5 Lake, CI 42090 / Blue 1 Lake, CI 77510 / Ferric Ferrocyanide.",9.99,88,0.24,131
"Tender Flesh Blush","Flesh","Talc, Zinc Stearate, Cetearyl Ethylhexanoate, Isononyl Isononanoate, Silica, Boron Nitride, Caprylyl Glycol, Ethylhexylglycerin, Cocos Nucifera (Coconut) Oil, Punica Granatum Extract, Caprylic/Capric Triglyceride, Helianthus Annuus (Sunflower) Seed Oil, Zingiber Officinale (Ginger) Root Extract, Propolis Extract, Tinoxide. May Contain: Mica, Titanium Dioxide, Iron Oxides, Ultramarines, Carmine, Red 6, Red 7 Lake, Red 28 Lake.",26,91,0.14,22
"Online Only Floral Water Make-Up Remover With Soothing Cornflower","Klorane","Water (Aqua), Butylene Glycol, Centaurea Cyanus Flower Water, Poloxamer 184, PEG-6 Caprylic/Capric Glycerides, Cetrimonium Bromide.",24,67,13.5,5
"Online Only New Green Me BB Cream","KIKO Milano","Aqua (Water/Eau), Isononyl Isononanoate, Butylene Glycol, Aloe Barbadensis Leaf Juice, Mica, Squalane, Potassium Cetyl Phosphate, Glyceryl Stearate, Peg-100 Stearate, Glycerin, Myristyl Alcohol, Silica, Phenoxyethanol, Potassium Sorbate, Sodium Dehydroacetate, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Carbomer, Isohexadecane, Sodium Hyaluronate, Tocopherol, Sodium Hydroxide, Polysorbate 80, Citric Acid, Sodium Benzoate. May Contain: CI 77891 (Titanium Dioxide), CI 77491 - CI 77492 - CI 77499 (Iron Oxides).",16,100,0.85,1
"So Icy ''Mini'' Illuminator","Beauty Bakerie","This item is not eligible for coupon discounts. See
Opens in a new window
ulta.com/coupons for details.",16,75,0.18,15
"Online Only Mermaid Highlighting Bar","Wet n Wild","Synthetic Fluorphlogopite, Dimethicone, Trimethylsiloxysilicate, Octyldodecyl Stearoyl Stearate, Boron Nitride, Ethyl Macadamiate, Silica, Calcium Sodium Borosilicate, Nylon-12, Polysorbate 20, Phytosteryl Macadamiate, Magnesium Aluminum Silicate, Caprylic / Capric Triglyceride, Phenoxyethanol, Sorbitan Stearate, Tin Oxide, Caprylyl Glycol, Ethylhexylglycerin, Hexylene Glycol, Water/Eau, o-Cymen-5-ol, Polyacrylamide, Tocopheryl Acetate, C13-14 Isoparaffin, Triethoxycaprylylsilane, Laureth-7, Lauroyl Lysine, Tocopherol. May Contain: Titanium Dioxide / CI 77891, Iron Oxides / CI 77491, CI 77499, Mica.",6.99,63,0.35,14
"SkinActive Micellar Makeup Removing Towelettes","Garnier","Aqua/Water, Hexylene Glycol, Glycerin, Citric Acid, Dimethicone, Disodium Cocoamphodiacetate, Disodium Edta, Myrtrimonium Bromide, Panthenol, Poloxamer 184, Polyaminopropyl Biguanide, Polysorbate 65, Simethicone, Sodium Benzoate. F.I.L.# B171983/1",6.99,62,25,68
"Island Hottie Blush Palette","L.A. Girl","1-3 Ingredients: Talc, Mica, Dimethicone, Magnesium Stearate, Pentaerythrityl Tetraisostearate, Isopropyl Isostearate, Silica, Methyl Methacrylate Crosspolymer, Synthetic Wax, Mineral Oil (Paraffinum Liquidum), Phenoxyethanol, Ethylhexylglycerin, Ethylhexyl Stearate, Diisostearyl Malate, Ethylhexyl Methoxycinnamate, Bht, Butyl Methoxydibenzoylmethane, Diethylhexyl Syringylidenemalonate, Caprylic/Capric Triglyceride, Tin Oxide. May Contain: Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Red 7 Lake (CI 15850), Yellow 5 Lake (CI 19140).

4 Ingredients: Talc, Mica, Magnesium Stearate, Dimethicone, Ethylhexyl Palmitate, Silica, Methyl Methacrylate Crosspolymer, Polyisobutene, Synthetic Wax, Mineral Oil (Paraffinum Liquidum), Phenoxyethanol, Ethylhexylglycerin, Ethylhexyl Methoxycinnamate, Bht, Butyl Methoxydibenzoylmethane, Diethylhexyl Syringylidenemalonate, Caprylic/Capric Triglyceride, Tin Oxide, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499).",10.99,NA,4.6,NA
"PÜR x Barbie Dream Glow Highlighter Palette","PÜR","Mica, Octyldodecyl Stearoyl Stearate, Bis-Diglyceryl Polyacyladipate-2 (Imagination And Pioneer), Pentaerythrityl Tetraisostearate, Dimethicone, Panax Ginseng Root Extract, Camellia Sinensis (Green Tea) Leaf Extract, Panthenol, Vanilla Flavor (Aroma), Synthetic Fluorphlogopite, Silica, Ethylhexylglycerin, Propylene Glycol, Phenoxyethanol, Aqua, Tin Oxide, Calcium Sodium Borosilicate (Imagination), Synthetic Mica (Pioneer). May Contain: Red 40 (CI 16035), Manganese Violet (CI 77742), Titanium Oxide (CI 77891), Iron Oxide (CI 77491, CI 77499).",25,NA,0.03,NA
"White Lucent OnMakeup Spot Correcting Serum Broad Spectrum SPF 25","Shiseido","Active: Purpose Octinoxate 2.9%, Sunscreen Titanium Dioxide 2.6%, Sunscreen.
Inactive: Water, Dimethicone, Glycerin, Sd Alcohol 40-B, Methyl Methacrylate Crosspolymer, Diisostearyl Malate, Betaine, Peg-9 Polydimethylsiloxyethyl Dimethicone, Peg-10 Dimethicone, Sorbitan Sesquiisostearate, Potassium Methoxysalicylate, Trimethylsiloxysilicate, Dimethicone/Vinyl Dimethicone Crosspolymer, Tocopheryl Acetate, 2-O-Ethyl Ascorbic Acid, Sodium Hyaluronate, Paeonia Suffruticosa Root Extract, Peg/Ppg-14/7 Dimethyl Ether, Rehmannia Chinensis Root Extract, Uncaria Gambir Extract, Chlorella Vulgaris Extract, Aluminum Hydroxide, Disteardimonium Hectorite, Aluminum Distearate, Polysilicone-2, Disodium Edta, Silica, Butylene Glycol, Alanine, Sodium Citrate, Alcohol, Bht, Tocopherol, Citric Acid, Barium Sulfate, Sodium Metabisulfite, Prunus Yedoensis Leaf Extract, Hydrogen Dimethicone, Alumina, Methylparaben, Ethylparaben, Fragrance, Titanium Dioxide, Iron Oxides, Mica.",42,100,0.16,2
"ColorStay Concealer","Revlon","",10.99,65,0.21,173
"The Fab Pore 3-In-1 Oil Control Serum","Soap & Glory","Aqua (Water/Eau), Nylon-12, Dimethicone/Vinyl Dimethicone Crosspolymer, Butyrospermum Parkii (Shea) Butter, Dimethicone, Butylene Glycol, Fomes Officinalis (Mushroom) Extract, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Oryza Sativa (Rice) Starch, Phenoxyethanol, Isohexadecane, Silica, Ethylhexylglycerin, Chlorphenesin, Acacia Senegal Gum, Menthyl Lactate, Salicylic Acid, Xanthan Gum, Polysorbate 80, Isoceteth-10, Disodium EDTA, Parfum (Fragrance), Tocopheryl Acetate, Sorbitan Oleate, Buteth-3, Sodium Benzotriazolyl Butylphenol Sulfonate, Enantia Chlorantha Bark Extract, Sodium Hyaluronate, PEG-40 Hydrogenated Castor Oil, Amyl Cinnamal, Butylphenyl Methylpropional, Tributyl Citrate, Tocopherol, Oleanolic Acid, Caramel, CI 16035 (Red 40), CI 19140 (Yellow 5).",18,72,1.01,94
"MegaJelly Highlighter","Wet n Wild","Water/Eau, Propanediol, Ammonium Acryloyldimethyltaurate/VP Copolymer, Propylene Glycol, Silica, Chlorphenesin, Caprylhydroxamic Acid, Dipotassium Glycyrrhizate, Cucumis Sativus (Cucumber) Fruit Extract, Niacinamide, Sorbitol, Chamomilla Recutita (Matricaria) Flower Extract, Caffeine, Phospholipids, Phenoxyethanol, Tocopherol, Mica, Titanium Dioxide/CI 77891, Iron Oxides/CI 77491.",7.99,86,0,16
"Online Only Pureté Thermale Makeup Remover, Micellar Water Cleansing Wipes","Vichy","Water, Isohexadecane, Dicaprylyl Ether, Hexylene Glycol, Phenoxyethanol, Sobitan Laurate, Acrylates/C10-30 Alkyl Acrylate Crosspoylymer, Tetrasodium Glutamate Diacetate, Propylene Glycol, Aminomethyl Propanol, Lauryl Glucoside, Polyglycerol-2 Dipolyhydroxystearate, Glycerin, Citric Acid, Iodopropynyl Butylcarbamate, Tocopherol, Tocopheryl Acetate.",7.99,97,25,64
"Online Only On The Glow Highlighting Palette","Ofra Cosmetics","This item is not eligible for coupon discounts. See
Opens in a new window
ulta.com/coupons for details.",110,93,NA,21
"Duo Chromatic Illuminating Powder","NYX Professional Makeup","Talc, Hydrogenated Polyisobutene, Magnesium Stearate, Silica, Tin Oxide, Barium Sulfate (CI 77120), Ethylhexylglycerin, Tocopherol, Phenoxyethanol. May Contain: Mica, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Red 6 (CI 15850), Red 7 (CI 15850).",8,91,0.21,461
"Shape in a Box Contouring Palette","Catrice","Talc, Mica, Magnesium Stearate, Dimethicone, Silica, Isopropyl Isostearate, Pentaerythrityl Tetraisostearate, Petrolatum, Silica Dimethyl Silylate, Ethylhexylglycerin, Phenoxyethanol. May Contain: CI 77491 (Iron Oxides), CI 77492 (Iron Oxides), CI 77499 (Iron Oxides), CI 77891 (Titanium Dioxide).",8.99,100,0.26,3
"Smashbox + Vlada Petal Metal Shimmer Drops","Smashbox","Rose Glitz: Water\Aqua\Eau, Calcium Sodium Borosilicate, Pentylene Glycol, Sorbitol, Biosaccharide Gum-4, Magnesium Sulfate, Silica, Tin Oxide, Xanthan Gum, Phenoxyethanol, Sodium Benzoate. May Contain: Mica, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491), Iron Oxides (CI 77492), Iron Oxides (CI 77499), Bismuth Oxychloride (CI 77163), Blue 1 Lake (CI 42090), Bronze Powder (CI 77400), Carmine (CI 75470), Copper Powder (CI 77400), Manganese Violet (CI 77742), Red 6 (CI 15850), Red 28 (CI 45410), Red 30 (CI 73360), Red 7 Lake (CI 15850), Red 22 Lake (CI 45380), Red 28 Lake (CI 45410), Red 30 Lake (CI 73360), Red 33 Lake (CI 17200), Yellow 5 Lake (CI 19140), Yellow 6 Lake (CI 15985).

Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",32,80,0.34,17
"Bronzer Reloaded","Makeup Revolution","",6,NA,0.53,NA
"Online Only Rockin' The Night Sparkling Powder","J.Cat Beauty","Polyesters, Copolyesters, Polyethylene, Terepthalate, Acrylic Copolymer, Isobutylurea-Melamine, Formaldehy. May Contain: Aluminum Methyl Methacrylate, Amorphous Silica, Rec1 (CI 12070), Solvent Red 8 (CI 12715), Solvent Blue 5 (CI 73065), Solvent Yellow 83 (CI 21108), Solvent Blue 15:1 (CI 74160).",3.49,75,0.14,14
"FaceStudio Master Prime Blur + Redness Control Primer","Maybelline","",9.99,NA,1,NA
"Prime Shield Mattifying + Pore-Minimizing Face Primer","Milani","Dimethicone, Disiloxane, Isononyl Isononanoate, Dimethicone Crosspolymer, HDI / Trimethylol Hexyllactone Crosspolymer, Silica, Phenoxyethanol, Ethylhexyl Palmitate, Ethylhexylglycerin, Silica Dimethyl Silylate, Butylene Glycol, Caprylyl Glycol, Sodium Hyaluronate, Hexylene Glycol.",9.99,NA,0.68,NA
"3D Glow Highlighter","Catrice","Mica, Octyldodecyl Stearoyl Stearate, Dimethicone, Pentaerythrityl Tetraisostearate, Isododecane, Isohexadecane, Phenyl Trimethicone, Silica, Ethylhexylglycerin, Tin Oxide, Phenoxyethanol. May Contain: CI 16035 (Red 40 Lake), CI 77491 (Iron Oxides), CI 77492 (Iron Oxides), CI 77499 (Iron Oxides), CI 77891 (Titanium Dioxide).",6.99,83,0.1,10
"PhotoReady Insta-Filter Foundation","Revlon","Titanium Dioxide 4.3%, Zinc Oxide 2.1%. Cyclopentasiloxane, Aqua / Water / Eau, Dimethicone, PEG-9 Polydimethylsiloxyethyl Dimethicone, Phenyl Trimethicone, Butylene Glycol, Silica, Nylon-12, Sodium Chloride, Glycerin, Enantia Chlorantha Bark Extract, Oleanolic Acid, Bis-Stearyl Dimethicone, Dimethicone / PEG-10 / 15 Crosspolymer, Polysilicone-11, Polyglyceryl-3 Diisostearate, Laureth-7, Alumina, Cyclomethicone, Aluminum Hydroxide, Hydrogen Dimethicone, Disteardimonium Hectorite, Ethylene Brassylate, Triethoxycaprylylsilane, Triethyl Citrate, Tocopheryl Acetate, Tetrasodium EDTA, Methicone, Ethylhexyl Palmitate, Silica Dimethyl Silylate, Phenoxyethanol, Ethylparaben, Methylparaben, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, 77492, 77499), Mica.",4.49,85,0.9,452
"Twin Cheeks Kitten Bronzer Duo","Stila","Kitten Shimmer: Mica, Zinc Stearate, Lauroyl Lysine, Caprylic/Capric Triglyceride, Dimethicone, Polymethylsilsesquioxane, Caprylyl Glycol, Phenoxyethanol, Maltodextrin, Isopentyldiol. May Contain: Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Carmine (CI 75470). *Contains Carmine As A Color Additive.

Bronze Matte: Mica, Zinc Stearate, Lauroyl Lysine, Caprylic/Capric Triglyceride, Dimethicone, Polymethylsilsesquioxane, Caprylyl Glycol, Phenoxyethanol, Isopentyldiol. May Contain: Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499).",32,NA,NA,NA
"Spotlight Illuminating Primer","Physicians Formula","Water/Eau, Dodecane, Ethylhexyl Palmitate, Glycerin, Brassica Campestris/Aleurites Fordi Oil Copolymer, Synthetic Fluorphlogopite, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Polymethylsilsesquioxane, Glyceryl Stearate, Peg-100 Stearate, Polyisobutene, Phenoxyethanol, Caprylyl Glycol, Ethylene Brassylate, Panthenol, Ethylhexylglycerin, Hexylene Glycol, Peg-7 Trimethylolpropane Coconut Ether, Tocopheryl Acetate, Disodium Edta, Sorbitan Isostearate, Retinyl Palmitate, Helianthus Annuus (Sunflower) Seed Oil, Tin Oxide, Tocopherol, Carmine (Ci 75470), Iron Oxides (Ci 77491), Mica, Titanium Dioxide (Ci 77891).",15.99,82,1,70
"Born to Glow Highlighting Palette","NYX Professional Makeup","Water / Aqua / Eau, Cyclopentasiloxane, Glycerin, Caprylyl Methicone, Isododecane, Dimethicone, Vinyl Dimethicone / Methicone Silsesquioxane Crosspolymer, Propylene Glycol, Cetyl PEG / PPG-10 / 1 Dimethicone, Phenyl Trimethicone, Silica Dimethyl Silylate [Nano], Magnesium Sulfate, PEG-10 Dimethicone, Aluminum Starch Octenylsuccinate, Disteardimonium Hectorite, Trimethylsiloxysilicate, Bis-Isobutyl PEG / PPG-10 / 7 / Dimethicone Copolymer, Dimethiconol, Propylene Carbonate, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate, Tocopherol, Ethylhexylglycerin, Phenoxyethanol. May Contain: Bismuth Oxychloride (CI 77163).",25,100,0.084,7
"Desert Sky Bronzer & Highlighter Duo","ULTA","Caprylic/Capric Triglyceride, Ceresin, Hydrogenated Polyisobutene, Isononyl Isononanoate, Octyldodecanol, Bis-Diglyceryl Polyacyladipate-2, Microcrystalline Wax, Butyrospermum Parkii (Shea) Butter, Prunus Armeniaca (Apricot) Kernel Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Phenoxyethanol, Tocopheryl Acetate. May Contain: Mica, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492), Yellow 5 Lake (CI 19140), Red 40 Lake (CI 16035), Black 2 (CI 77266).",12,NA,0.66,NA
"Powder Palette Multi-Colored Bronzer","Physicians Formula","Talc, Zea Mays (Corn) Starch, Mica, Pentaerythritl Tetraisostearate, Octyldodecyl Stearoyl Stearate, Zinc Stearate, Dimethicone, Tocopheryl Acetate, Tetrasodium Edta, Bht, Methylparaben, Propylparaben, Butylparaben, Sorbic Acid. May Contain: Iron Oxides, Titanium Dioxide, Ultramarines,Red 7 Lake, Red 30 Lake, Yellow 5 Lake, Yellow 6 Lake.",14.99,92,0.3,39
"Tutti Frutti - Frosted Fruits Highlighter Stick","Too Faced","Pink Lemonade: Dimethicone, Calcium Sodium Borosilicate, Silica, Caprylic/Capric Triglyceride, Phenyl Trimethicone, C12-15 Alkyl Benzoate, Octyldodecyl Citrate Crosspolymer, Mica, Beeswax/Cera Alba/Cire D'abeille, Polyethylene, Synthetic Wax, Silica Silylate, Cetyl Stearate, Paraffin, Stearyl Stearate, Stearyl Palmitate, Cetyl Palmitate, Tocopheryl Acetate, Tin Oxide, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate, Behenic Acid, Stearic Acid, Microcrystalline Wax/Cera Microcristallina/Cire Microcrystalline, Fragrance/Parfum, Benzyl Alcohol, Limonene, Linalool, Hexyl Cinnamal, Citral, Citronellol, Carmine (CI 75470), Titanium Dioxide (CI 77891), Iron Oxides (CI 77491).",30,67,0.35,16
